question,human_response,Laboratorio Biomed_base_answer,Laboratorio Biomed_base_grade,Laboratorio Biomed_fine_tuned_answer,Laboratorio Biomed_fine_tuned_grade
¿Cuál es el valor del urocultivo?,Este medio no maneja valores de exámenes. Por favor contáctanos a nuestro WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊,No manejo precios en este canal. Por favor contáctanos al WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊,5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
¿Cuál es el valor del urocultivo?,Este medio no maneja valores de exámenes. Por favor contáctanos a nuestro WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊,No manejo precios de exámenes. Por favor contáctanos al WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊,5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
¿Cuál es el valor del urocultivo?,Este medio no maneja valores de exámenes. Por favor contáctanos a nuestro WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊,"No manejo precios en este canal. Por favor, contáctanos al WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊",5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
¿Cuál es el valor del urocultivo?,Este medio no maneja valores de exámenes. Por favor contáctanos a nuestro WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊,No manejo precios de exámenes. Por favor contáctanos al WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊,5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
Quiero saber el precio del cortisol libre urinario.,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,No manejo precios en este canal. Por favor contáctanos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,5
Quiero saber el precio del cortisol libre urinario.,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,No manejo precios en este canal. Por favor contáctanos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,5
Quiero saber el precio del cortisol libre urinario.,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,"No manejo precios en este canal. Por favor, contáctanos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊",5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,5
Quiero saber el precio del cortisol libre urinario.,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,No manejo precios en este canal. Por favor contáctanos al WhatsApp +56 9 4571 1542 y con gusto podemos atender tu solicitud. 😊,5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,5
¿Cuánto cuesta la carga viral Hepatitis B?,"No manejamos precios en este canal. Por favor contáctanos en el WhatsApp +56 9 4571 1542, donde podremos asistir a tu consulta de acuerdo a tu plan de salud. 😊","No manejo precios en este canal. Por favor contáctanos en el WhatsApp +56 9 4571 1542, donde podremos ayudarte con tu consulta de acuerdo a tu plan de salud. 😊",5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
¿Cuánto cuesta la carga viral Hepatitis B?,"No manejamos precios en este canal. Por favor contáctanos en el WhatsApp +56 9 4571 1542, donde podremos asistir a tu consulta de acuerdo a tu plan de salud. 😊",No manejo precios en este canal. Por favor contáctanos en el WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
¿Cuánto cuesta la carga viral Hepatitis B?,"No manejamos precios en este canal. Por favor contáctanos en el WhatsApp +56 9 4571 1542, donde podremos asistir a tu consulta de acuerdo a tu plan de salud. 😊",No manejamos precios en este canal. Por favor contáctanos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
¿Cuánto cuesta la carga viral Hepatitis B?,"No manejamos precios en este canal. Por favor contáctanos en el WhatsApp +56 9 4571 1542, donde podremos asistir a tu consulta de acuerdo a tu plan de salud. 😊","No manejo precios en este canal. Por favor, contáctanos en el WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊",5,En este canal no manejamos valores ya que depende mucho de tu previsión. Por favor escríbenos al WhatsApp +56 9 4571 1542 para que podamos ayudarte. 😊,4
